,paircolors,pairshapes,pairstripes,item1name,item1features,item2name,item2feature,colormatch,shapematch,stripematch,colshstr_match,mybinary,totalmatch
231,"('blue', 'green')","('circle', 'square')","('diagonal', 'diagonal')",9,"{'color': 'blue', 'shape': 'circle', 'stripes': 'diagonal'}",15,"{'color': 'green', 'shape': 'square', 'stripes': 'diagonal'}",0,0,1,001,1,1
232,"('blue', 'green')","('circle', 'circle')","('diagonal', 'horizontal')",9,"{'color': 'blue', 'shape': 'circle', 'stripes': 'diagonal'}",16,"{'color': 'green', 'shape': 'circle', 'stripes': 'horizontal'}",0,1,0,010,10,1
233,"('blue', 'green')","('circle', 'circle')","('diagonal', 'vertical')",9,"{'color': 'blue', 'shape': 'circle', 'stripes': 'diagonal'}",17,"{'color': 'green', 'shape': 'circle', 'stripes': 'vertical'}",0,1,0,010,10,1
234,"('blue', 'green')","('circle', 'circle')","('diagonal', 'diagonal')",9,"{'color': 'blue', 'shape': 'circle', 'stripes': 'diagonal'}",18,"{'color': 'green', 'shape': 'circle', 'stripes': 'diagonal'}",0,1,1,011,11,2
235,"('blue', 'red')","('circle', 'triangle')","('diagonal', 'horizontal')",9,"{'color': 'blue', 'shape': 'circle', 'stripes': 'diagonal'}",19,"{'color': 'red', 'shape': 'triangle', 'stripes': 'horizontal'}",0,0,0,000,0,0
236,"('blue', 'red')","('circle', 'triangle')","('diagonal', 'vertical')",9,"{'color': 'blue', 'shape': 'circle', 'stripes': 'diagonal'}",20,"{'color': 'red', 'shape': 'triangle', 'stripes': 'vertical'}",0,0,0,000,0,0
237,"('blue', 'red')","('circle', 'triangle')","('diagonal', 'diagonal')",9,"{'color': 'blue', 'shape': 'circle', 'stripes': 'diagonal'}",21,"{'color': 'red', 'shape': 'triangle', 'stripes': 'diagonal'}",0,0,1,001,1,1
238,"('blue', 'red')","('circle', 'square')","('diagonal', 'horizontal')",9,"{'color': 'blue', 'shape': 'circle', 'stripes': 'diagonal'}",22,"{'color': 'red', 'shape': 'square', 'stripes': 'horizontal'}",0,0,0,000,0,0
239,"('blue', 'red')","('circle', 'square')","('diagonal', 'vertical')",9,"{'color': 'blue', 'shape': 'circle', 'stripes': 'diagonal'}",23,"{'color': 'red', 'shape': 'square', 'stripes': 'vertical'}",0,0,0,000,0,0
240,"('blue', 'red')","('circle', 'square')","('diagonal', 'diagonal')",9,"{'color': 'blue', 'shape': 'circle', 'stripes': 'diagonal'}",24,"{'color': 'red', 'shape': 'square', 'stripes': 'diagonal'}",0,0,1,001,1,1
241,"('blue', 'red')","('circle', 'circle')","('diagonal', 'horizontal')",9,"{'color': 'blue', 'shape': 'circle', 'stripes': 'diagonal'}",25,"{'color': 'red', 'shape': 'circle', 'stripes': 'horizontal'}",0,1,0,010,10,1
242,"('blue', 'red')","('circle', 'circle')","('diagonal', 'vertical')",9,"{'color': 'blue', 'shape': 'circle', 'stripes': 'diagonal'}",26,"{'color': 'red', 'shape': 'circle', 'stripes': 'vertical'}",0,1,0,010,10,1
243,"('blue', 'red')","('circle', 'circle')","('diagonal', 'diagonal')",9,"{'color': 'blue', 'shape': 'circle', 'stripes': 'diagonal'}",27,"{'color': 'red', 'shape': 'circle', 'stripes': 'diagonal'}",0,1,1,011,11,2
244,"('green', 'blue')","('triangle', 'triangle')","('horizontal', 'horizontal')",10,"{'color': 'green', 'shape': 'triangle', 'stripes': 'horizontal'}",1,"{'color': 'blue', 'shape': 'triangle', 'stripes': 'horizontal'}",0,1,1,011,11,2
245,"('green', 'blue')","('triangle', 'triangle')","('horizontal', 'vertical')",10,"{'color': 'green', 'shape': 'triangle', 'stripes': 'horizontal'}",2,"{'color': 'blue', 'shape': 'triangle', 'stripes': 'vertical'}",0,1,0,010,10,1
246,"('green', 'blue')","('triangle', 'triangle')","('horizontal', 'diagonal')",10,"{'color': 'green', 'shape': 'triangle', 'stripes': 'horizontal'}",3,"{'color': 'blue', 'shape': 'triangle', 'stripes': 'diagonal'}",0,1,0,010,10,1
247,"('green', 'blue')","('triangle', 'square')","('horizontal', 'horizontal')",10,"{'color': 'green', 'shape': 'triangle', 'stripes': 'horizontal'}",4,"{'color': 'blue', 'shape': 'square', 'stripes': 'horizontal'}",0,0,1,001,1,1
248,"('green', 'blue')","('triangle', 'square')","('horizontal', 'vertical')",10,"{'color': 'green', 'shape': 'triangle', 'stripes': 'horizontal'}",5,"{'color': 'blue', 'shape': 'square', 'stripes': 'vertical'}",0,0,0,000,0,0
249,"('green', 'blue')","('triangle', 'square')","('horizontal', 'diagonal')",10,"{'color': 'green', 'shape': 'triangle', 'stripes': 'horizontal'}",6,"{'color': 'blue', 'shape': 'square', 'stripes': 'diagonal'}",0,0,0,000,0,0
250,"('green', 'blue')","('triangle', 'circle')","('horizontal', 'horizontal')",10,"{'color': 'green', 'shape': 'triangle', 'stripes': 'horizontal'}",7,"{'color': 'blue', 'shape': 'circle', 'stripes': 'horizontal'}",0,0,1,001,1,1
251,"('green', 'blue')","('triangle', 'circle')","('horizontal', 'vertical')",10,"{'color': 'green', 'shape': 'triangle', 'stripes': 'horizontal'}",8,"{'color': 'blue', 'shape': 'circle', 'stripes': 'vertical'}",0,0,0,000,0,0
252,"('green', 'blue')","('triangle', 'circle')","('horizontal', 'diagonal')",10,"{'color': 'green', 'shape': 'triangle', 'stripes': 'horizontal'}",9,"{'color': 'blue', 'shape': 'circle', 'stripes': 'diagonal'}",0,0,0,000,0,0
253,"('green', 'green')","('triangle', 'triangle')","('horizontal', 'horizontal')",10,"{'color': 'green', 'shape': 'triangle', 'stripes': 'horizontal'}",10,"{'color': 'green', 'shape': 'triangle', 'stripes': 'horizontal'}",1,1,1,111,111,3
254,"('green', 'green')","('triangle', 'triangle')","('horizontal', 'vertical')",10,"{'color': 'green', 'shape': 'triangle', 'stripes': 'horizontal'}",11,"{'color': 'green', 'shape': 'triangle', 'stripes': 'vertical'}",1,1,0,110,110,2
255,"('green', 'green')","('triangle', 'triangle')","('horizontal', 'diagonal')",10,"{'color': 'green', 'shape': 'triangle', 'stripes': 'horizontal'}",12,"{'color': 'green', 'shape': 'triangle', 'stripes': 'diagonal'}",1,1,0,110,110,2
256,"('green', 'green')","('triangle', 'square')","('horizontal', 'horizontal')",10,"{'color': 'green', 'shape': 'triangle', 'stripes': 'horizontal'}",13,"{'color': 'green', 'shape': 'square', 'stripes': 'horizontal'}",1,0,1,101,101,2
257,"('green', 'green')","('triangle', 'square')","('horizontal', 'vertical')",10,"{'color': 'green', 'shape': 'triangle', 'stripes': 'horizontal'}",14,"{'color': 'green', 'shape': 'square', 'stripes': 'vertical'}",1,0,0,100,100,1
258,"('green', 'green')","('triangle', 'square')","('horizontal', 'diagonal')",10,"{'color': 'green', 'shape': 'triangle', 'stripes': 'horizontal'}",15,"{'color': 'green', 'shape': 'square', 'stripes': 'diagonal'}",1,0,0,100,100,1
259,"('green', 'green')","('triangle', 'circle')","('horizontal', 'horizontal')",10,"{'color': 'green', 'shape': 'triangle', 'stripes': 'horizontal'}",16,"{'color': 'green', 'shape': 'circle', 'stripes': 'horizontal'}",1,0,1,101,101,2
260,"('green', 'green')","('triangle', 'circle')","('horizontal', 'vertical')",10,"{'color': 'green', 'shape': 'triangle', 'stripes': 'horizontal'}",17,"{'color': 'green', 'shape': 'circle', 'stripes': 'vertical'}",1,0,0,100,100,1
261,"('green', 'green')","('triangle', 'circle')","('horizontal', 'diagonal')",10,"{'color': 'green', 'shape': 'triangle', 'stripes': 'horizontal'}",18,"{'color': 'green', 'shape': 'circle', 'stripes': 'diagonal'}",1,0,0,100,100,1
262,"('green', 'red')","('triangle', 'triangle')","('horizontal', 'horizontal')",10,"{'color': 'green', 'shape': 'triangle', 'stripes': 'horizontal'}",19,"{'color': 'red', 'shape': 'triangle', 'stripes': 'horizontal'}",0,1,1,011,11,2
263,"('green', 'red')","('triangle', 'triangle')","('horizontal', 'vertical')",10,"{'color': 'green', 'shape': 'triangle', 'stripes': 'horizontal'}",20,"{'color': 'red', 'shape': 'triangle', 'stripes': 'vertical'}",0,1,0,010,10,1
264,"('green', 'red')","('triangle', 'triangle')","('horizontal', 'diagonal')",10,"{'color': 'green', 'shape': 'triangle', 'stripes': 'horizontal'}",21,"{'color': 'red', 'shape': 'triangle', 'stripes': 'diagonal'}",0,1,0,010,10,1
265,"('green', 'red')","('triangle', 'square')","('horizontal', 'horizontal')",10,"{'color': 'green', 'shape': 'triangle', 'stripes': 'horizontal'}",22,"{'color': 'red', 'shape': 'square', 'stripes': 'horizontal'}",0,0,1,001,1,1
266,"('green', 'red')","('triangle', 'square')","('horizontal', 'vertical')",10,"{'color': 'green', 'shape': 'triangle', 'stripes': 'horizontal'}",23,"{'color': 'red', 'shape': 'square', 'stripes': 'vertical'}",0,0,0,000,0,0
267,"('green', 'red')","('triangle', 'square')","('horizontal', 'diagonal')",10,"{'color': 'green', 'shape': 'triangle', 'stripes': 'horizontal'}",24,"{'color': 'red', 'shape': 'square', 'stripes': 'diagonal'}",0,0,0,000,0,0
268,"('green', 'red')","('triangle', 'circle')","('horizontal', 'horizontal')",10,"{'color': 'green', 'shape': 'triangle', 'stripes': 'horizontal'}",25,"{'color': 'red', 'shape': 'circle', 'stripes': 'horizontal'}",0,0,1,001,1,1
269,"('green', 'red')","('triangle', 'circle')","('horizontal', 'vertical')",10,"{'color': 'green', 'shape': 'triangle', 'stripes': 'horizontal'}",26,"{'color': 'red', 'shape': 'circle', 'stripes': 'vertical'}",0,0,0,000,0,0
270,"('green', 'red')","('triangle', 'circle')","('horizontal', 'diagonal')",10,"{'color': 'green', 'shape': 'triangle', 'stripes': 'horizontal'}",27,"{'color': 'red', 'shape': 'circle', 'stripes': 'diagonal'}",0,0,0,000,0,0
271,"('green', 'blue')","('triangle', 'triangle')","('vertical', 'horizontal')",11,"{'color': 'green', 'shape': 'triangle', 'stripes': 'vertical'}",1,"{'color': 'blue', 'shape': 'triangle', 'stripes': 'horizontal'}",0,1,0,010,10,1
272,"('green', 'blue')","('triangle', 'triangle')","('vertical', 'vertical')",11,"{'color': 'green', 'shape': 'triangle', 'stripes': 'vertical'}",2,"{'color': 'blue', 'shape': 'triangle', 'stripes': 'vertical'}",0,1,1,011,11,2
273,"('green', 'blue')","('triangle', 'triangle')","('vertical', 'diagonal')",11,"{'color': 'green', 'shape': 'triangle', 'stripes': 'vertical'}",3,"{'color': 'blue', 'shape': 'triangle', 'stripes': 'diagonal'}",0,1,0,010,10,1
274,"('green', 'blue')","('triangle', 'square')","('vertical', 'horizontal')",11,"{'color': 'green', 'shape': 'triangle', 'stripes': 'vertical'}",4,"{'color': 'blue', 'shape': 'square', 'stripes': 'horizontal'}",0,0,0,000,0,0
275,"('green', 'blue')","('triangle', 'square')","('vertical', 'vertical')",11,"{'color': 'green', 'shape': 'triangle', 'stripes': 'vertical'}",5,"{'color': 'blue', 'shape': 'square', 'stripes': 'vertical'}",0,0,1,001,1,1
276,"('green', 'blue')","('triangle', 'square')","('vertical', 'diagonal')",11,"{'color': 'green', 'shape': 'triangle', 'stripes': 'vertical'}",6,"{'color': 'blue', 'shape': 'square', 'stripes': 'diagonal'}",0,0,0,000,0,0
277,"('green', 'blue')","('triangle', 'circle')","('vertical', 'horizontal')",11,"{'color': 'green', 'shape': 'triangle', 'stripes': 'vertical'}",7,"{'color': 'blue', 'shape': 'circle', 'stripes': 'horizontal'}",0,0,0,000,0,0
278,"('green', 'blue')","('triangle', 'circle')","('vertical', 'vertical')",11,"{'color': 'green', 'shape': 'triangle', 'stripes': 'vertical'}",8,"{'color': 'blue', 'shape': 'circle', 'stripes': 'vertical'}",0,0,1,001,1,1
279,"('green', 'blue')","('triangle', 'circle')","('vertical', 'diagonal')",11,"{'color': 'green', 'shape': 'triangle', 'stripes': 'vertical'}",9,"{'color': 'blue', 'shape': 'circle', 'stripes': 'diagonal'}",0,0,0,000,0,0
280,"('green', 'green')","('triangle', 'triangle')","('vertical', 'horizontal')",11,"{'color': 'green', 'shape': 'triangle', 'stripes': 'vertical'}",10,"{'color': 'green', 'shape': 'triangle', 'stripes': 'horizontal'}",1,1,0,110,110,2
281,"('green', 'green')","('triangle', 'triangle')","('vertical', 'vertical')",11,"{'color': 'green', 'shape': 'triangle', 'stripes': 'vertical'}",11,"{'color': 'green', 'shape': 'triangle', 'stripes': 'vertical'}",1,1,1,111,111,3
282,"('green', 'green')","('triangle', 'triangle')","('vertical', 'diagonal')",11,"{'color': 'green', 'shape': 'triangle', 'stripes': 'vertical'}",12,"{'color': 'green', 'shape': 'triangle', 'stripes': 'diagonal'}",1,1,0,110,110,2
283,"('green', 'green')","('triangle', 'square')","('vertical', 'horizontal')",11,"{'color': 'green', 'shape': 'triangle', 'stripes': 'vertical'}",13,"{'color': 'green', 'shape': 'square', 'stripes': 'horizontal'}",1,0,0,100,100,1
284,"('green', 'green')","('triangle', 'square')","('vertical', 'vertical')",11,"{'color': 'green', 'shape': 'triangle', 'stripes': 'vertical'}",14,"{'color': 'green', 'shape': 'square', 'stripes': 'vertical'}",1,0,1,101,101,2
285,"('green', 'green')","('triangle', 'square')","('vertical', 'diagonal')",11,"{'color': 'green', 'shape': 'triangle', 'stripes': 'vertical'}",15,"{'color': 'green', 'shape': 'square', 'stripes': 'diagonal'}",1,0,0,100,100,1
286,"('green', 'green')","('triangle', 'circle')","('vertical', 'horizontal')",11,"{'color': 'green', 'shape': 'triangle', 'stripes': 'vertical'}",16,"{'color': 'green', 'shape': 'circle', 'stripes': 'horizontal'}",1,0,0,100,100,1
287,"('green', 'green')","('triangle', 'circle')","('vertical', 'vertical')",11,"{'color': 'green', 'shape': 'triangle', 'stripes': 'vertical'}",17,"{'color': 'green', 'shape': 'circle', 'stripes': 'vertical'}",1,0,1,101,101,2
288,"('green', 'green')","('triangle', 'circle')","('vertical', 'diagonal')",11,"{'color': 'green', 'shape': 'triangle', 'stripes': 'vertical'}",18,"{'color': 'green', 'shape': 'circle', 'stripes': 'diagonal'}",1,0,0,100,100,1
289,"('green', 'red')","('triangle', 'triangle')","('vertical', 'horizontal')",11,"{'color': 'green', 'shape': 'triangle', 'stripes': 'vertical'}",19,"{'color': 'red', 'shape': 'triangle', 'stripes': 'horizontal'}",0,1,0,010,10,1
290,"('green', 'red')","('triangle', 'triangle')","('vertical', 'vertical')",11,"{'color': 'green', 'shape': 'triangle', 'stripes': 'vertical'}",20,"{'color': 'red', 'shape': 'triangle', 'stripes': 'vertical'}",0,1,1,011,11,2
291,"('green', 'red')","('triangle', 'triangle')","('vertical', 'diagonal')",11,"{'color': 'green', 'shape': 'triangle', 'stripes': 'vertical'}",21,"{'color': 'red', 'shape': 'triangle', 'stripes': 'diagonal'}",0,1,0,010,10,1
292,"('green', 'red')","('triangle', 'square')","('vertical', 'horizontal')",11,"{'color': 'green', 'shape': 'triangle', 'stripes': 'vertical'}",22,"{'color': 'red', 'shape': 'square', 'stripes': 'horizontal'}",0,0,0,000,0,0
293,"('green', 'red')","('triangle', 'square')","('vertical', 'vertical')",11,"{'color': 'green', 'shape': 'triangle', 'stripes': 'vertical'}",23,"{'color': 'red', 'shape': 'square', 'stripes': 'vertical'}",0,0,1,001,1,1
294,"('green', 'red')","('triangle', 'square')","('vertical', 'diagonal')",11,"{'color': 'green', 'shape': 'triangle', 'stripes': 'vertical'}",24,"{'color': 'red', 'shape': 'square', 'stripes': 'diagonal'}",0,0,0,000,0,0
295,"('green', 'red')","('triangle', 'circle')","('vertical', 'horizontal')",11,"{'color': 'green', 'shape': 'triangle', 'stripes': 'vertical'}",25,"{'color': 'red', 'shape': 'circle', 'stripes': 'horizontal'}",0,0,0,000,0,0
296,"('green', 'red')","('triangle', 'circle')","('vertical', 'vertical')",11,"{'color': 'green', 'shape': 'triangle', 'stripes': 'vertical'}",26,"{'color': 'red', 'shape': 'circle', 'stripes': 'vertical'}",0,0,1,001,1,1
297,"('green', 'red')","('triangle', 'circle')","('vertical', 'diagonal')",11,"{'color': 'green', 'shape': 'triangle', 'stripes': 'vertical'}",27,"{'color': 'red', 'shape': 'circle', 'stripes': 'diagonal'}",0,0,0,000,0,0
298,"('green', 'blue')","('triangle', 'triangle')","('diagonal', 'horizontal')",12,"{'color': 'green', 'shape': 'triangle', 'stripes': 'diagonal'}",1,"{'color': 'blue', 'shape': 'triangle', 'stripes': 'horizontal'}",0,1,0,010,10,1
299,"('green', 'blue')","('triangle', 'triangle')","('diagonal', 'vertical')",12,"{'color': 'green', 'shape': 'triangle', 'stripes': 'diagonal'}",2,"{'color': 'blue', 'shape': 'triangle', 'stripes': 'vertical'}",0,1,0,010,10,1
300,"('green', 'blue')","('triangle', 'triangle')","('diagonal', 'diagonal')",12,"{'color': 'green', 'shape': 'triangle', 'stripes': 'diagonal'}",3,"{'color': 'blue', 'shape': 'triangle', 'stripes': 'diagonal'}",0,1,1,011,11,2
301,"('green', 'blue')","('triangle', 'square')","('diagonal', 'horizontal')",12,"{'color': 'green', 'shape': 'triangle', 'stripes': 'diagonal'}",4,"{'color': 'blue', 'shape': 'square', 'stripes': 'horizontal'}",0,0,0,000,0,0
302,"('green', 'blue')","('triangle', 'square')","('diagonal', 'vertical')",12,"{'color': 'green', 'shape': 'triangle', 'stripes': 'diagonal'}",5,"{'color': 'blue', 'shape': 'square', 'stripes': 'vertical'}",0,0,0,000,0,0
303,"('green', 'blue')","('triangle', 'square')","('diagonal', 'diagonal')",12,"{'color': 'green', 'shape': 'triangle', 'stripes': 'diagonal'}",6,"{'color': 'blue', 'shape': 'square', 'stripes': 'diagonal'}",0,0,1,001,1,1
304,"('green', 'blue')","('triangle', 'circle')","('diagonal', 'horizontal')",12,"{'color': 'green', 'shape': 'triangle', 'stripes': 'diagonal'}",7,"{'color': 'blue', 'shape': 'circle', 'stripes': 'horizontal'}",0,0,0,000,0,0
305,"('green', 'blue')","('triangle', 'circle')","('diagonal', 'vertical')",12,"{'color': 'green', 'shape': 'triangle', 'stripes': 'diagonal'}",8,"{'color': 'blue', 'shape': 'circle', 'stripes': 'vertical'}",0,0,0,000,0,0
306,"('green', 'blue')","('triangle', 'circle')","('diagonal', 'diagonal')",12,"{'color': 'green', 'shape': 'triangle', 'stripes': 'diagonal'}",9,"{'color': 'blue', 'shape': 'circle', 'stripes': 'diagonal'}",0,0,1,001,1,1
307,"('green', 'green')","('triangle', 'triangle')","('diagonal', 'horizontal')",12,"{'color': 'green', 'shape': 'triangle', 'stripes': 'diagonal'}",10,"{'color': 'green', 'shape': 'triangle', 'stripes': 'horizontal'}",1,1,0,110,110,2
308,"('green', 'green')","('triangle', 'triangle')","('diagonal', 'vertical')",12,"{'color': 'green', 'shape': 'triangle', 'stripes': 'diagonal'}",11,"{'color': 'green', 'shape': 'triangle', 'stripes': 'vertical'}",1,1,0,110,110,2
309,"('green', 'green')","('triangle', 'triangle')","('diagonal', 'diagonal')",12,"{'color': 'green', 'shape': 'triangle', 'stripes': 'diagonal'}",12,"{'color': 'green', 'shape': 'triangle', 'stripes': 'diagonal'}",1,1,1,111,111,3
310,"('green', 'green')","('triangle', 'square')","('diagonal', 'horizontal')",12,"{'color': 'green', 'shape': 'triangle', 'stripes': 'diagonal'}",13,"{'color': 'green', 'shape': 'square', 'stripes': 'horizontal'}",1,0,0,100,100,1
311,"('green', 'green')","('triangle', 'square')","('diagonal', 'vertical')",12,"{'color': 'green', 'shape': 'triangle', 'stripes': 'diagonal'}",14,"{'color': 'green', 'shape': 'square', 'stripes': 'vertical'}",1,0,0,100,100,1
312,"('green', 'green')","('triangle', 'square')","('diagonal', 'diagonal')",12,"{'color': 'green', 'shape': 'triangle', 'stripes': 'diagonal'}",15,"{'color': 'green', 'shape': 'square', 'stripes': 'diagonal'}",1,0,1,101,101,2
313,"('green', 'green')","('triangle', 'circle')","('diagonal', 'horizontal')",12,"{'color': 'green', 'shape': 'triangle', 'stripes': 'diagonal'}",16,"{'color': 'green', 'shape': 'circle', 'stripes': 'horizontal'}",1,0,0,100,100,1
314,"('green', 'green')","('triangle', 'circle')","('diagonal', 'vertical')",12,"{'color': 'green', 'shape': 'triangle', 'stripes': 'diagonal'}",17,"{'color': 'green', 'shape': 'circle', 'stripes': 'vertical'}",1,0,0,100,100,1
315,"('green', 'green')","('triangle', 'circle')","('diagonal', 'diagonal')",12,"{'color': 'green', 'shape': 'triangle', 'stripes': 'diagonal'}",18,"{'color': 'green', 'shape': 'circle', 'stripes': 'diagonal'}",1,0,1,101,101,2
316,"('green', 'red')","('triangle', 'triangle')","('diagonal', 'horizontal')",12,"{'color': 'green', 'shape': 'triangle', 'stripes': 'diagonal'}",19,"{'color': 'red', 'shape': 'triangle', 'stripes': 'horizontal'}",0,1,0,010,10,1
317,"('green', 'red')","('triangle', 'triangle')","('diagonal', 'vertical')",12,"{'color': 'green', 'shape': 'triangle', 'stripes': 'diagonal'}",20,"{'color': 'red', 'shape': 'triangle', 'stripes': 'vertical'}",0,1,0,010,10,1
318,"('green', 'red')","('triangle', 'triangle')","('diagonal', 'diagonal')",12,"{'color': 'green', 'shape': 'triangle', 'stripes': 'diagonal'}",21,"{'color': 'red', 'shape': 'triangle', 'stripes': 'diagonal'}",0,1,1,011,11,2
319,"('green', 'red')","('triangle', 'square')","('diagonal', 'horizontal')",12,"{'color': 'green', 'shape': 'triangle', 'stripes': 'diagonal'}",22,"{'color': 'red', 'shape': 'square', 'stripes': 'horizontal'}",0,0,0,000,0,0
320,"('green', 'red')","('triangle', 'square')","('diagonal', 'vertical')",12,"{'color': 'green', 'shape': 'triangle', 'stripes': 'diagonal'}",23,"{'color': 'red', 'shape': 'square', 'stripes': 'vertical'}",0,0,0,000,0,0
321,"('green', 'red')","('triangle', 'square')","('diagonal', 'diagonal')",12,"{'color': 'green', 'shape': 'triangle', 'stripes': 'diagonal'}",24,"{'color': 'red', 'shape': 'square', 'stripes': 'diagonal'}",0,0,1,001,1,1
322,"('green', 'red')","('triangle', 'circle')","('diagonal', 'horizontal')",12,"{'color': 'green', 'shape': 'triangle', 'stripes': 'diagonal'}",25,"{'color': 'red', 'shape': 'circle', 'stripes': 'horizontal'}",0,0,0,000,0,0
323,"('green', 'red')","('triangle', 'circle')","('diagonal', 'vertical')",12,"{'color': 'green', 'shape': 'triangle', 'stripes': 'diagonal'}",26,"{'color': 'red', 'shape': 'circle', 'stripes': 'vertical'}",0,0,0,000,0,0
324,"('green', 'red')","('triangle', 'circle')","('diagonal', 'diagonal')",12,"{'color': 'green', 'shape': 'triangle', 'stripes': 'diagonal'}",27,"{'color': 'red', 'shape': 'circle', 'stripes': 'diagonal'}",0,0,1,001,1,1
325,"('green', 'blue')","('square', 'triangle')","('horizontal', 'horizontal')",13,"{'color': 'green', 'shape': 'square', 'stripes': 'horizontal'}",1,"{'color': 'blue', 'shape': 'triangle', 'stripes': 'horizontal'}",0,0,1,001,1,1
326,"('green', 'blue')","('square', 'triangle')","('horizontal', 'vertical')",13,"{'color': 'green', 'shape': 'square', 'stripes': 'horizontal'}",2,"{'color': 'blue', 'shape': 'triangle', 'stripes': 'vertical'}",0,0,0,000,0,0
327,"('green', 'blue')","('square', 'triangle')","('horizontal', 'diagonal')",13,"{'color': 'green', 'shape': 'square', 'stripes': 'horizontal'}",3,"{'color': 'blue', 'shape': 'triangle', 'stripes': 'diagonal'}",0,0,0,000,0,0
328,"('green', 'blue')","('square', 'square')","('horizontal', 'horizontal')",13,"{'color': 'green', 'shape': 'square', 'stripes': 'horizontal'}",4,"{'color': 'blue', 'shape': 'square', 'stripes': 'horizontal'}",0,1,1,011,11,2
329,"('green', 'blue')","('square', 'square')","('horizontal', 'vertical')",13,"{'color': 'green', 'shape': 'square', 'stripes': 'horizontal'}",5,"{'color': 'blue', 'shape': 'square', 'stripes': 'vertical'}",0,1,0,010,10,1
330,"('green', 'blue')","('square', 'square')","('horizontal', 'diagonal')",13,"{'color': 'green', 'shape': 'square', 'stripes': 'horizontal'}",6,"{'color': 'blue', 'shape': 'square', 'stripes': 'diagonal'}",0,1,0,010,10,1
331,"('green', 'blue')","('square', 'circle')","('horizontal', 'horizontal')",13,"{'color': 'green', 'shape': 'square', 'stripes': 'horizontal'}",7,"{'color': 'blue', 'shape': 'circle', 'stripes': 'horizontal'}",0,0,1,001,1,1
332,"('green', 'blue')","('square', 'circle')","('horizontal', 'vertical')",13,"{'color': 'green', 'shape': 'square', 'stripes': 'horizontal'}",8,"{'color': 'blue', 'shape': 'circle', 'stripes': 'vertical'}",0,0,0,000,0,0
333,"('green', 'blue')","('square', 'circle')","('horizontal', 'diagonal')",13,"{'color': 'green', 'shape': 'square', 'stripes': 'horizontal'}",9,"{'color': 'blue', 'shape': 'circle', 'stripes': 'diagonal'}",0,0,0,000,0,0
334,"('green', 'green')","('square', 'triangle')","('horizontal', 'horizontal')",13,"{'color': 'green', 'shape': 'square', 'stripes': 'horizontal'}",10,"{'color': 'green', 'shape': 'triangle', 'stripes': 'horizontal'}",1,0,1,101,101,2
335,"('green', 'green')","('square', 'triangle')","('horizontal', 'vertical')",13,"{'color': 'green', 'shape': 'square', 'stripes': 'horizontal'}",11,"{'color': 'green', 'shape': 'triangle', 'stripes': 'vertical'}",1,0,0,100,100,1
336,"('green', 'green')","('square', 'triangle')","('horizontal', 'diagonal')",13,"{'color': 'green', 'shape': 'square', 'stripes': 'horizontal'}",12,"{'color': 'green', 'shape': 'triangle', 'stripes': 'diagonal'}",1,0,0,100,100,1
337,"('green', 'green')","('square', 'square')","('horizontal', 'horizontal')",13,"{'color': 'green', 'shape': 'square', 'stripes': 'horizontal'}",13,"{'color': 'green', 'shape': 'square', 'stripes': 'horizontal'}",1,1,1,111,111,3
338,"('green', 'green')","('square', 'square')","('horizontal', 'vertical')",13,"{'color': 'green', 'shape': 'square', 'stripes': 'horizontal'}",14,"{'color': 'green', 'shape': 'square', 'stripes': 'vertical'}",1,1,0,110,110,2
339,"('green', 'green')","('square', 'square')","('horizontal', 'diagonal')",13,"{'color': 'green', 'shape': 'square', 'stripes': 'horizontal'}",15,"{'color': 'green', 'shape': 'square', 'stripes': 'diagonal'}",1,1,0,110,110,2
340,"('green', 'green')","('square', 'circle')","('horizontal', 'horizontal')",13,"{'color': 'green', 'shape': 'square', 'stripes': 'horizontal'}",16,"{'color': 'green', 'shape': 'circle', 'stripes': 'horizontal'}",1,0,1,101,101,2
341,"('green', 'green')","('square', 'circle')","('horizontal', 'vertical')",13,"{'color': 'green', 'shape': 'square', 'stripes': 'horizontal'}",17,"{'color': 'green', 'shape': 'circle', 'stripes': 'vertical'}",1,0,0,100,100,1
342,"('green', 'green')","('square', 'circle')","('horizontal', 'diagonal')",13,"{'color': 'green', 'shape': 'square', 'stripes': 'horizontal'}",18,"{'color': 'green', 'shape': 'circle', 'stripes': 'diagonal'}",1,0,0,100,100,1
343,"('green', 'red')","('square', 'triangle')","('horizontal', 'horizontal')",13,"{'color': 'green', 'shape': 'square', 'stripes': 'horizontal'}",19,"{'color': 'red', 'shape': 'triangle', 'stripes': 'horizontal'}",0,0,1,001,1,1
344,"('green', 'red')","('square', 'triangle')","('horizontal', 'vertical')",13,"{'color': 'green', 'shape': 'square', 'stripes': 'horizontal'}",20,"{'color': 'red', 'shape': 'triangle', 'stripes': 'vertical'}",0,0,0,000,0,0
345,"('green', 'red')","('square', 'triangle')","('horizontal', 'diagonal')",13,"{'color': 'green', 'shape': 'square', 'stripes': 'horizontal'}",21,"{'color': 'red', 'shape': 'triangle', 'stripes': 'diagonal'}",0,0,0,000,0,0
346,"('green', 'red')","('square', 'square')","('horizontal', 'horizontal')",13,"{'color': 'green', 'shape': 'square', 'stripes': 'horizontal'}",22,"{'color': 'red', 'shape': 'square', 'stripes': 'horizontal'}",0,1,1,011,11,2
